date,home,away,home_score,away_score
2026-09-04,Romeo,Port Huron Northern,48,0
2026-09-04,Southfield Arts & Technology,Pontiac,36,0
2026-09-04,Southfield Bradford Academy,Detroit Pershing,30,0
2026-09-04,St Joseph,Lowell,34,35
2026-09-04,Sterling Heights Parkway Christian,Detroit Leadership Academy,47,6
2026-09-04,Sylvania Southview (OH),Toledo Whitmer (OH),,
2026-09-04,Toledo Ottawa Hills (OH),Swanton (OH),,
2026-09-04,Traverse City St Francis,Ogemaw Heights,13,33
2026-09-04,Traverse City West,Grand Rapids Christian,22,20
2026-09-04,Vestaburg,St Louis,16,0
2026-09-04,Wyoming,Plainwell,6,48
2026-09-04,Ypsilanti Lincoln,Ypsilanti Community,7,12
2026-09-04,Zeeland West,Midland,50,20
2026-09-05,Eureka St. Bernard (CA),Petaluma St Vincent de Paul (CA),,
2026-09-05,Grand Rapids Catholic Central,Chicago Kenwood Academy (IL),,
2026-09-05,Melrose Park Walther Christian (IL),Westmont (IL),,
2026-09-10,Ann Arbor Huron,Dexter,,
2026-09-10,Birmingham Groves,Southfield Arts & Technology,,
2026-09-10,Birmingham Seaholm,Waterford Mott,,
2026-09-10,Bloomfield Hills,Rochester,,
2026-09-10,Detroit Communication Media Arts,Detroit Denby,,
2026-09-10,Detroit Pershing,Detroit Northwestern,,
2026-09-10,Detroit Western,Detroit East English,,
2026-09-10,Ferndale,Berkley,,
2026-09-10,Livonia Stevenson,Walled Lake Central,,
2026-09-10,Monroe,Ann Arbor Skyline,,
2026-09-10,North Farmington,South Lyon East,,
2026-09-10,Saline,Ann Arbor Pioneer,,
2026-09-10,South Lyon,Walled Lake Western,,
2026-09-10,Southfield Bradford Academy,Marine City Cardinal Mooney,,
2026-09-10,Walled Lake Northern,Milford,,
2026-09-10,Waterford Our Lady of the Lakes,Bloomfield Hills Cranbrook Kingswood,,
2026-09-11,Ada Forest Hills Eastern,Flint New Standard Academy,,
2026-09-11,Adrian,Chelsea,,
2026-09-11,Adrian Madison,Hillsdale,,
2026-09-11,Algonac,Madison Heights Madison,,
2026-09-11,Allegan,Watervliet,,
2026-09-11,Allen Park,Southgate Anderson,,
2026-09-11,Allen Park Cabrini,Rochester Hills Lutheran Northwest,,
2026-09-11,Alma,Bridgeport,,
2026-09-11,Almont,Richmond,,
2026-09-11,Ann Arbor Father Gabriel Richard,Detroit University Prep Science & Math,,
2026-09-11,Armada,North Branch,,
2026-09-11,Arts & Technology Academy of Pontiac,Detroit Leadership Academy,,
2026-09-11,Bath,Saranac,,
2026-09-11,Battle Creek Lakeview,Kalamazoo Central,,
2026-09-11,Battle Creek Pennfield,Jackson Northwest,,
2026-09-11,Bay City Western,Midland,,
2026-09-11,Beaverton,St Louis,,
2026-09-11,Belding,Fruitport,,
2026-09-11,Belleville,Dearborn Fordson,,
2026-09-11,Benton Harbor,Dowagiac,,
2026-09-11,Berrien Springs,Melrose Park Walther Christian (IL),,
2026-09-11,Birch Run,Mt Morris,,
2026-09-11,Bremen (IN),Lakeville Laville (IN),,
2026-09-11,Brooklyn Columbia Central,Grass Lake,,
2026-09-11,Brownstown Woodhaven,Lincoln Park,,
2026-09-11,Brussels Southern Door (WI),Peshtigo (WI),,
2026-09-11,Burton Bendle,International Academy of Flint,,
2026-09-11,Caledonia,Rockford,,
2026-09-11,Calumet,Negaunee,,
2026-09-11,Cass City,Unionville-Sebewaing,,
2026-09-11,Cedar Springs,Allendale,,
2026-09-11,Center Line,Detroit U of D Jesuit,,
2026-09-11,Central Montcalm,Lakeview,,
2026-09-11,Centreville,Cassopolis,,
2026-09-11,Charlotte,Lake Odessa Lakewood,,
2026-09-11,Chicago Lane (IL),Chicago Kenwood Academy (IL),,
2026-09-11,Churubusco (IN),LaGrange Prairie Heights (IN),,
2026-09-11,Cincinnati Moeller (OH),Nashville Christ Presbyterian Academy (TN),,
2026-09-11,Clare,Ogemaw Heights,,
2026-09-11,Clarkston,Troy Athens,,
2026-09-11,Clarkston Everest Collegiate,Melvindale Academy for Business & Tech,,
2026-09-11,Clinton Township Chippewa Valley,Grosse Pointe South,,
2026-09-11,Clinton Township Clintondale,Marine City,,
2026-09-11,Clio,Corunna,,
2026-09-11,Clyde (OH),Temperance Bedford,,
2026-09-11,Coldwater,Lansing Waverly,,
2026-09-11,Coloma,Delton Kellogg,,
2026-09-11,Columbus Harvest Prep (OH),Sandusky Perkins (OH),,
2026-09-11,Columbus St Francis de Sales (OH),Cleveland Villa Angela-St Joseph (OH),,
2026-09-11,Comstock,Mount Pleasant Sacred Heart,,
2026-09-11,Constantine,Parchment,,
2026-09-11,Croswell-Lexington,Imlay City,,
2026-09-11,Davison,Traverse City Central,,
2026-09-11,Dearborn Divine Child,Detroit Country Day,,
2026-09-11,Dearborn Edsel Ford,Trenton,,
2026-09-11,Dearborn Heights Robichaud,Redford Union,,
2026-09-11,Detroit Catholic Central,Windsor Holy Names (CN),,
2026-09-11,Detroit Central,Detroit Cody,,
2026-09-11,Detroit Douglass,Detroit Osborn,,
2026-09-11,Detroit Lincoln-King,Madison Heights Bishop Foley,,
2026-09-11,Detroit Mumford,Detroit Henry Ford,,
2026-09-11,Detroit Renaissance,Detroit Martin Luther King,,
2026-09-11,Detroit Southeastern,Detroit Cass Tech,,
2026-09-11,DeWitt,Lansing Everett,,
2026-09-11,Dundee,Clinton,,
2026-09-11,Durand,Chesaning,,
2026-09-11,Durand-Arkansaw (WI),Neillsville (WI),,
2026-09-11,East Jordan,Maple City Glen Lake,,
2026-09-11,East Kentwood,Grandville,,
2026-09-11,Eaton Rapids,Ionia,,
2026-09-11,Edwardsburg,Sturgis,,
2026-09-11,Escanaba,Alpena,,
2026-09-11,Essexville Garber,Frankenmuth,,
2026-09-11,Flat Rock,Grosse Ile,,
2026-09-11,Flint Beecher,Burton Atherton,,
2026-09-11,Flint Carman-Ainsworth,Detroit University Prep,,
2026-09-11,Flint Hamady,Flint Powers Catholic,,
2026-09-11,Flint Southwestern,Genesee,,
2026-09-11,Flushing,Fenton,,
2026-09-11,Fowler,Laingsburg,,
2026-09-11,Fowlerville,Williamston,,
2026-09-11,Fraser,Port Huron,,
2026-09-11,Fremont,Hart,,
2026-09-11,Garden City,Dearborn Heights Annapolis,,
2026-09-11,Gaylord,Cadillac,,
2026-09-11,Gibraltar Carlson,Pontiac Notre Dame Prep,,
2026-09-11,Gladstone,Kingsford,,
2026-09-11,Grand Rapids Catholic Central,Hamilton St Thomas More (CN),,
2026-09-11,Grand Rapids Christian,East Grand Rapids,,
2026-09-11,Grand Rapids Forest Hills Northern,Grand Rapids Forest Hills Central,,
2026-09-11,Grand Rapids Northview,Muskegon Reeths-Puffer,,
2026-09-11,Grand Rapids Ottawa Hills,Wyoming,,
2026-09-11,Grand Rapids West Catholic,Grand Rapids South Christian,,
2026-09-11,Grandville Calvin Christian,Wyoming Kelloggsville,,
2026-09-11,Greenville,Grand Rapids Kenowa Hills,,
2026-09-11,Gwinn,West Iron County,,
2026-09-11,Hammond Morton (IN),Byron Center,,
2026-09-11,Hancock,Manistique,,
2026-09-11,Hanover-Horton,Addison,,
2026-09-11,Harbor Beach,Ubly,,
2026-09-11,Harbor Springs,Frankfort,,
2026-09-11,Harper Woods,Oak Park,,
2026-09-11,Harper Woods Chandler Park,Detroit Community,,
2026-09-11,Harrison,Pinconning,,
2026-09-11,Harrison Township L'Anse Creuse,Warren Cousino,,
2026-09-11,Hartford,Galesburg-Augusta,,
2026-09-11,Haslett,Mason,,
2026-09-11,Hazel Park,Warren Woods Tower,,
2026-09-11,Hemlock,Saginaw Michigan Lutheran Seminary,,
2026-09-11,Holland,Grand Rapids Union,,
2026-09-11,Holland Christian,Hamilton,,
2026-09-11,Holland West Ottawa,Jenison,,
2026-09-11,Holly,Swartz Creek,,
2026-09-11,Holt,East Lansing,,
2026-09-11,Homer,Reading,,
2026-09-11,Hopkins,Grand Rapids NorthPointe Christian,,
2026-09-11,Houghton,L'Anse,,
2026-09-11,Houghton Lake,LeRoy Pine River,,
2026-09-11,Howard City Tri County,Big Rapids,,
2026-09-11,Howell,Dearborn,,
2026-09-11,Hudson,Blissfield,,
2026-09-11,Hudsonville,Grand Haven,,
2026-09-11,Ida,Onsted,,
2026-09-11,Iron Mountain,Bark River-Harris,,
2026-09-11,Ishpeming Westwood,Menominee,,
2026-09-11,Ithaca,Saginaw Nouvel Catholic Central,,
2026-09-11,Jackson,Pinckney,,
2026-09-11,Jackson Lumen Christi,Traverse City St Francis,,
2026-09-11,Johannesburg-Lewiston,Oscoda,,
2026-09-11,Jonesville,Napoleon,,
2026-09-11,Kalamazoo Loy Norrix,Detroit Loyola,,
2026-09-11,Kalkaska,Grayling,,
2026-09-11,Kingsley,Charlevoix,,
2026-09-11,Lake City,Evart,,
2026-09-11,Lake Fenton,Owosso,,
2026-09-11,Lansing Eastern,St Johns,,
2026-09-11,Lansing Sexton,Lansing Catholic,,
2026-09-11,Lapeer,Saginaw United,,
2026-09-11,Lawton,Kalamazoo Hackett Catholic Prep,,
2026-09-11,Leslie,Vandercook Lake,,
2026-09-11,Linden,Flint Kearsley,,
2026-09-11,Livonia Churchill,White Lake Lakeland,,
2026-09-11,Ludington,Mason County Central,,
2026-09-11,Lutheran Westland,Sterling Heights Parkway Christian,,
2026-09-11,Macomb L'Anse Creuse North,Utica Ford,,
2026-09-11,Madison Heights Lamphere,Grosse Pointe North,,
2026-09-11,Mancelona,Elk Rapids,,
2026-09-11,Manchester,Michigan Center,,
2026-09-11,Marinette (WI),Bonduel (WI),,
2026-09-11,Marshall,Hastings,,
2026-09-11,Mattawan,Battle Creek Central,,
2026-09-11,McBain,Manton,,
2026-09-11,Melvindale,Livonia Clarenceville,,
2026-09-11,Michigan City (IN),Valparaiso (IN),,
2026-09-11,Middleville Thornapple Kellogg,Wayland,,
2026-09-11,Midland Bullock Creek,Shepherd,,
2026-09-11,Midland Dow,Mount Pleasant,,
2026-09-11,Millington,Elkton-Pigeon-Bay Port Laker,,
2026-09-11,Monroe Jefferson,Milan,,
2026-09-11,Monroe St Mary Catholic Central,New Boston Huron,,
2026-09-11,Montague,Muskegon Oakridge,,
2026-09-11,Montpelier (OH),Erie Mason,,
2026-09-11,Montrose,New Lothrop,,
2026-09-11,Morley Stanwood,Kent City,,
2026-09-11,Mount Clemens,Carson City-Crystal,,
2026-09-11,Muskegon,River Rouge,,
2026-09-11,Muskegon Catholic Central,Buchanan,,
2026-09-11,Muskegon Mona Shores,Aurora St Andrews (CN),,
2026-09-11,Muskegon Orchard View,Whitehall,,
2026-09-11,New Baltimore Anchor Bay,Utica,,
2026-09-11,New Haven,Clawson,,
2026-09-11,Newaygo,Remus Chippewa Hills,,
2026-09-11,Niles,Paw Paw,,
2026-09-11,Northville,Brighton,,
2026-09-11,Novi,Canton,,
2026-09-11,Okemos,Grand Ledge,,
2026-09-11,Orchard Lake St Mary's,Toledo St John's Jesuit (OH),,
2026-09-11,Ortonville Brandon,Goodrich,,
2026-09-11,Otisville LakeVille Memorial,Ovid-Elsie,,
2026-09-11,Oxford,Lake Orion,,
2026-09-11,Parma Western,Battle Creek Harper Creek,,
2026-09-11,Petersburg Summerfield,Edon (OH),,
2026-09-11,Petoskey,Coopersville,,
2026-09-11,Pewamo-Westphalia,Perry,,
2026-09-11,Pioneer North Central (OH),Sand Creek,,
2026-09-11,Pontiac,Auburn Hills Avondale,,
2026-09-11,Port Huron Northern,Warren Mott,,
2026-09-11,Portage Northern,Portage Central,,
2026-09-11,Portland,Olivet,,
2026-09-11,Quincy,Stockbridge,,
2026-09-11,Ravenna,Manistee,,
2026-09-11,Redford Thurston,Romulus,,
2026-09-11,Redford Westfield Prep,Ypsilanti Community,,
2026-09-11,Reed City,Grant,,
2026-09-11,Reese,Vassar,,
2026-09-11,Riverview,Carleton Airport,,
2026-09-11,Rochester Adams,West Bloomfield,,
2026-09-11,Romulus Summit Academy North,Detroit Edison,,
2026-09-11,Roseville,St Clair Shores Lakeview,,
2026-09-11,Rossford (OH),Pemberville Eastwood (OH),,
2026-09-11,Saginaw Heritage,Grand Blanc,,
2026-09-11,Saginaw Swan Valley,Bay City John Glenn,,
2026-09-11,Saginaw Valley Lutheran,Carrollton,,
2026-09-11,Salem,Plymouth,,
2026-09-11,Sandusky,Caro,,
2026-09-11,Sanford Meridian,Farwell,,
2026-09-11,Saugatuck,Decatur,,
2026-09-11,Sault Ste Marie,Marquette,,
2026-09-11,Schoolcraft,South Haven,,
2026-09-11,Shelby,North Muskegon,,
2026-09-11,Sparta,Lowell,,
2026-09-11,Spring Lake,Freeland,,
2026-09-11,Springport,Beal City,,
2026-09-11,St Clair,St Clair Shores South Lake,,
2026-09-11,Standish-Sterling,Gladwin,,
2026-09-11,Sterling Heights,St Clair Shores Lake Shore,,
2026-09-11,Sterling Heights Stevenson,Macomb Dakota,,
2026-09-11,Stevensville Lakeshore,St Joseph,,
2026-09-11,Tawas,Benzie Central,,
2026-09-11,Taylor,Wyandotte Roosevelt,,
2026-09-11,Tecumseh,Ypsilanti Lincoln,,
2026-09-11,Three Rivers,Otsego,,
2026-09-11,Toledo Central Catholic (OH),Toledo St Francis De Sales (OH),,
2026-09-11,Toledo Whitmer (OH),Fremont Ross (OH),,
2026-09-11,Traverse City West,Bay City Central,,
2026-09-11,Troy,Rochester Hills Stoney Creek,,
2026-09-11,Union City,Bronson,,
2026-09-11,Utica Eisenhower,Romeo,,
2026-09-11,Vermontville Maple Valley,East Jackson,,
2026-09-11,Vicksburg,Plainwell,,
2026-09-11,Walkterton John Glenn (IN),Elkhart Jimtown (IN),,
2026-09-11,Warren De La Salle Collegiate,Bloomfield Hills Brother Rice,,
2026-09-11,Warren Fitzgerald,Marysville,,
2026-09-11,Warren Lincoln,Eastpointe,,
2026-09-11,Waterford Kettering,Royal Oak,,
2026-09-11,Wayne Memorial,Hartland,,
2026-09-11,West Unity Hilltop (OH),Ottawa Lake Whiteford,,
2026-09-11,Westland John Glenn,Dearborn Heights Crestwood,,
2026-09-11,White Cloud,Hesperia,,
2026-09-11,White Pigeon,Gobles,,
2026-09-11,Whitmore Lake,Auburn Hills Oakland Christian,,
2026-09-11,Wyoming Godwin Heights,Comstock Park,,
2026-09-11,Yale,Macomb Lutheran North,,
2026-09-11,Zeeland East,Hudsonville Unity Christian,,
2026-09-11,Zeeland West,New Market Huron Heights (CN),,
2026-09-12,Detroit Voyageur College Prep,Ecorse,,
2026-09-12,Eureka St. Bernard (CA),Brentwood Heritage (CA),,
2026-09-12,Grosse Pointe Woods University Liggett,Royal Oak Shrine Catholic,,
2026-09-12,Livonia Franklin,Farmington,,
2026-09-12,Niles Brandywine,Vestaburg,,
2026-09-12,Warren Michigan Collegiate,Hamtramck,,
2026-09-15,New Market Huron Heights (CN),Barrie Maple Ridge (CN),,
2026-09-17,Detroit Cass Tech,Detroit Mumford,,
2026-09-17,Detroit Communication Media Arts,Detroit Osborn,,
2026-09-17,Detroit Martin Luther King,Detroit Henry Ford,,
2026-09-17,Detroit Northwestern,Detroit Douglass,,
2026-09-17,Mount Pleasant Sacred Heart,Eureka St. Bernard (CA),,
2026-09-17,Windsor Holy Names (CN),La Salle St Thomas Of Villanova (CN),,
2026-09-18,Ada Forest Hills Eastern,Grand Rapids West Catholic,,
2026-09-18,Addison,Vandercook Lake,,
2026-09-18,Allen Park Cabrini,Marine City Cardinal Mooney,,
2026-09-18,Allendale,Fruitport,,
2026-09-18,Almont,Yale,,
2026-09-18,Alpena,Gaylord,,
2026-09-18,Ann Arbor Pioneer,Ypsilanti Lincoln,,
2026-09-18,Ann Arbor Skyline,Ann Arbor Huron,,
2026-09-18,Appleton North (WI),Kaukauna (WI),,
2026-09-18,Auburn Hills Avondale,Royal Oak,,
2026-09-18,Auburn Hills Oakland Christian,Lutheran Westland,,
2026-09-18,Aurora Central Catholic (IL),Melrose Park Walther Christian (IL),,
2026-09-18,Bark River-Harris,Gladstone,,
2026-09-18,Bay City John Glenn,Freeland,,
2026-09-18,Bay City Western,Midland Dow,,
2026-09-18,Beal City,McBain,,
2026-09-18,Beaverton,Harrison,,
2026-09-18,Birmingham Groves,Birmingham Seaholm,,
2026-09-18,Blissfield,Ida,,
2026-09-18,Bloomfield Hills Cranbrook Kingswood,Grosse Pointe Woods University Liggett,,
2026-09-18,Boyne City,Kalkaska,,
2026-09-18,Bronson,Homer,,
2026-09-18,Brooklyn Columbia Central,Jonesville,,
2026-09-18,Brownstown Woodhaven,Allen Park,,
2026-09-18,Buchanan,Berrien Springs,,
2026-09-18,Burton Atherton,Flint New Standard Academy,,
2026-09-18,Carleton Airport,Flat Rock,,
2026-09-18,Carrollton,Hemlock,,
2026-09-18,Carson City-Crystal,Reading,,
2026-09-18,Cass City,Sandusky,,
2026-09-18,Central Montcalm,White Cloud,,
2026-09-18,Centreville,White Pigeon,,
2026-09-18,Charlevoix,Sault Ste Marie,,
2026-09-18,Chelsea,Tecumseh,,
2026-09-18,Chesaning,Montrose,,
2026-09-18,Chicago Whitney Young (IL),Chicago Kenwood Academy (IL),,
2026-09-18,Cincinnati St Xavier (OH),Cincinnati Moeller (OH),,
2026-09-18,Clarkston Everest Collegiate,Detroit Loyola,,
2026-09-18,Clawson,Algonac,,
2026-09-18,Clinton,Onsted,,
2026-09-18,Clinton Township Chippewa Valley,Utica Eisenhower,,
2026-09-18,Clinton Township Clintondale,St Clair,,
2026-09-18,Clyde (OH),Port Clinton (OH),,
2026-09-18,Columbus Harvest Prep (OH),Columbus Bishop Watterson (OH),,
2026-09-18,Columbus St Francis de Sales (OH),River Rouge,,
2026-09-18,Comstock Park,Belding,,
2026-09-18,Coopersville,Cedar Springs,,
2026-09-18,Corunna,Ortonville Brandon,,
2026-09-18,Davison,Saginaw Heritage,,
2026-09-18,Dearborn Edsel Ford,Taylor,,
2026-09-18,Dearborn Heights Annapolis,Melvindale,,
2026-09-18,Dearborn Heights Crestwood,Wayne Memorial,,
2026-09-18,Dearborn Heights Robichaud,Detroit University Prep Science & Math,,
2026-09-18,Decatur,Gobles,,
2026-09-18,Delton Kellogg,Kalamazoo Hackett Catholic Prep,,
2026-09-18,Detroit Catholic Central,Warren De La Salle Collegiate,,
2026-09-18,Detroit Central,Detroit Pershing,,
2026-09-18,Detroit Cody,Detroit Denby,,
2026-09-18,Detroit East English,Detroit Southeastern,,
2026-09-18,Detroit U of D Jesuit,Bloomfield Hills Brother Rice,,
2026-09-18,Detroit University Prep,Detroit Lincoln-King,,
2026-09-18,Detroit Voyageur College Prep,Harper Woods Chandler Park,,
2026-09-18,Detroit Western,Detroit Renaissance,,
2026-09-18,Dexter,Saline,,
2026-09-18,Dowagiac,Battle Creek Pennfield,,
2026-09-18,Durand,Otisville LakeVille Memorial,,
2026-09-18,East Jordan,Mancelona,,
2026-09-18,East Lansing,Grand Ledge,,
2026-09-18,Eastpointe,New Haven,,
2026-09-18,Ecorse,Warren Michigan Collegiate,,
2026-09-18,Edon (OH),Erie Mason,,
2026-09-18,Elkhart Jimtown (IN),Bremen (IN),,
2026-09-18,Elkton-Pigeon-Bay Port Laker,Vassar,,
2026-09-18,Escanaba,Petoskey,,
2026-09-18,Essexville Garber,Alma,,
2026-09-18,Farmington,Walled Lake Western,,
2026-09-18,Flint Beecher,Mount Clemens,,
2026-09-18,Flint Hamady,Flint Southwestern,,
2026-09-18,Flint Kearsley,Flushing,,
2026-09-18,Flint Powers Catholic,Saginaw United,,
2026-09-18,Fowler,Perry,,
2026-09-18,Frankenmuth,Bridgeport,,
2026-09-18,Frankfort,Johannesburg-Lewiston,,
2026-09-18,Fremont,Ludington,,
2026-09-18,Galesburg-Augusta,Comstock,,
2026-09-18,Garrett (IN),LaGrange Prairie Heights (IN),,
2026-09-18,Gibraltar Carlson,Trenton,,
2026-09-18,Gladwin,Shepherd,,
2026-09-18,Goodrich,Lake Fenton,,
2026-09-18,Grand Haven,East Kentwood,,
2026-09-18,Grand Rapids Catholic Central,Grand Rapids Northview,,
2026-09-18,Grand Rapids Christian,Wayland,,
2026-09-18,Grand Rapids Forest Hills Central,Zeeland East,,
2026-09-18,Grand Rapids Forest Hills Northern,Byron Center,,
2026-09-18,Grand Rapids Kenowa Hills,Sparta,,
2026-09-18,Grand Rapids Ottawa Hills,East Grand Rapids,,
2026-09-18,Grandville Calvin Christian,Hopkins,,
2026-09-18,Grant,Remus Chippewa Hills,,
2026-09-18,Grass Lake,Manchester,,
2026-09-18,Grayling,Kingsley,,
2026-09-18,Grosse Ile,Monroe St Mary Catholic Central,,
2026-09-18,Grosse Pointe North,Warren Fitzgerald,,
2026-09-18,Grosse Pointe South,Sterling Heights Stevenson,,
2026-09-18,Gwinn,Hancock,,
2026-09-18,Hamilton,Spring Lake,,
2026-09-18,Hamilton St Thomas More (CN),Hamilton St Jean de Brebeuf (CN),,
2026-09-18,Hamtramck,Romulus Summit Academy North,,
2026-09-18,Harbor Springs,Tawas,,
2026-09-18,Harper Woods,Southfield Arts & Technology,,
2026-09-18,Hart,Muskegon Oakridge,,
2026-09-18,Hartford,Saugatuck,,
2026-09-18,Hartland,Brighton,,
2026-09-18,Haslett,Fowlerville,,
2026-09-18,Hastings,Coldwater,,
2026-09-18,Hazel Park,St Clair Shores South Lake,,
2026-09-18,Hesperia,Muskegon Catholic Central,,
2026-09-18,Hillsdale,Dundee,,
2026-09-18,Holland,Wyoming Kelloggsville,,
2026-09-18,Holland Christian,Middleville Thornapple Kellogg,,
2026-09-18,Holland West Ottawa,Rockford,,
2026-09-18,Holly,Linden,,
2026-09-18,Holt,Detroit Country Day,,
2026-09-18,Houghton,Ishpeming Westwood,,
2026-09-18,Howard City Tri County,Newaygo,,
2026-09-18,Hudson,Adrian Madison,,
2026-09-18,Hudsonville,Grandville,,
2026-09-18,Hudsonville Unity Christian,Grand Rapids South Christian,,
2026-09-18,Imlay City,North Branch,,
2026-09-18,International Academy of Flint,Genesee,,
2026-09-18,Ionia,Portland,,
2026-09-18,Ithaca,Saginaw Michigan Lutheran Seminary,,
2026-09-18,Jackson Lumen Christi,Ann Arbor Father Gabriel Richard,,
2026-09-18,Jackson Northwest,Parma Western,,
2026-09-18,Jenison,Caledonia,,
2026-09-18,Kalamazoo Loy Norrix,Battle Creek Lakeview,,
2026-09-18,Kent City,Ravenna,,
2026-09-18,Kingsford,Negaunee,,
2026-09-18,L'Anse,Iron Mountain,,
2026-09-18,Lake Odessa Lakewood,Eaton Rapids,,
2026-09-18,Lakeview,Morley Stanwood,,
2026-09-18,Lansing Catholic,Charlotte,,
2026-09-18,Lansing Everett,Okemos,,
2026-09-18,Lansing Waverly,DeWitt,,
2026-09-18,Lapeer,Flint Carman-Ainsworth,,
2026-09-18,Lawton,Allegan,,
2026-09-18,LeRoy Pine River,Lake City,,
2026-09-18,Lincoln Park,Dearborn Divine Child,,
2026-09-18,Livonia Franklin,Livonia Stevenson,,
2026-09-18,Lowell,Greenville,,
2026-09-18,Macomb Dakota,Romeo,,
2026-09-18,Macomb L'Anse Creuse North,Harrison Township L'Anse Creuse,,
2026-09-18,Macomb Lutheran North,Armada,,
2026-09-18,Madison Heights Lamphere,St Clair Shores Lake Shore,,
2026-09-18,Madison Heights Madison,Warren Lincoln,,
2026-09-18,Manistee,Shelby,,
2026-09-18,Manton,Houghton Lake,,
2026-09-18,Maple City Glen Lake,Traverse City St Francis,,
2026-09-18,Marine City,Center Line,,
2026-09-18,Marshall,Battle Creek Harper Creek,,
2026-09-18,Marysville,Sterling Heights,,
2026-09-18,Mason,Lansing Eastern,,
2026-09-18,Melvindale Academy for Business & Tech,Detroit Leadership Academy,,
2026-09-18,Menominee,Calumet,,
2026-09-18,Merrillville (IN),Michigan City (IN),,
2026-09-18,Michigan Center,Leslie,,
2026-09-18,Midland,Bay City Central,,
2026-09-18,Milford,South Lyon,,
2026-09-18,Millington,Caro,,
2026-09-18,Montague,Muskegon Orchard View,,
2026-09-18,Montpelier (OH),Petersburg Summerfield,,
2026-09-18,Mount Pleasant,Traverse City Central,,
2026-09-18,Muskegon,Muskegon Reeths-Puffer,,
2026-09-18,Muskegon Mona Shores,Grand Rapids Union,,
2026-09-18,Napoleon,Hanover-Horton,,
2026-09-18,Neillsville (WI),Fall Creek (WI),,
2026-09-18,New Boston Huron,Milan,,
2026-09-18,New Lothrop,Birch Run,,
2026-09-18,Niles Brandywine,Cassopolis,,
2026-09-18,North Muskegon,Mason County Central,,
2026-09-18,Northville,Novi,,
2026-09-18,Ogemaw Heights,Midland Bullock Creek,,
2026-09-18,Olivet,Lansing Sexton,,
2026-09-18,Orchard Lake St Mary's,Toledo St Francis De Sales (OH),,
2026-09-18,Oscoda,Benzie Central,,
2026-09-18,Otsego,Niles,,
2026-09-18,Ottawa Lake Whiteford,Pioneer North Central (OH),,
2026-09-18,Ovid-Elsie,Mt Morris,,
2026-09-18,Owosso,Clio,,
2026-09-18,Oxford,Rochester,,
2026-09-18,Parchment,Watervliet,,
2026-09-18,Paw Paw,Edwardsburg,,
2026-09-18,Peshtigo (WI),Marinette (WI),,
2026-09-18,Pewamo-Westphalia,Bath,,
2026-09-18,Pinckney,Adrian,,
2026-09-18,Pinconning,Farwell,,
2026-09-18,Plainwell,Three Rivers,,
2026-09-18,Plymouth,Canton,,
2026-09-18,Pontiac,Berkley,,
2026-09-18,Pontiac Notre Dame Prep,Benton Harbor,,
2026-09-18,Port Huron Northern,New Baltimore Anchor Bay,,
2026-09-18,Portage Central,Kalamazoo Central,,
2026-09-18,Redford Westfield Prep,Detroit Community,,
2026-09-18,Reed City,Big Rapids,,
2026-09-18,Richmond,Croswell-Lexington,,
2026-09-18,Riverview,Monroe Jefferson,,
2026-09-18,Rochester Adams,Clarkston,,
2026-09-18,Rochester Hills Stoney Creek,Bloomfield Hills,,
2026-09-18,Romulus,Garden City,,
2026-09-18,Royal Oak Shrine Catholic,Madison Heights Bishop Foley,,
2026-09-18,Saginaw Nouvel Catholic Central,Saginaw Valley Lutheran,,
2026-09-18,Salem,Belleville,,
2026-09-18,Saranac,Laingsburg,,
2026-09-18,Schoolcraft,Constantine,,
2026-09-18,South Haven,Coloma,,
2026-09-18,South Lyon East,Livonia Churchill,,
2026-09-18,Southfield Bradford Academy,Arts & Technology Academy of Pontiac,,
2026-09-18,St Clair Shores Lakeview,Warren Mott,,
2026-09-18,St Joseph,Mattawan,,
2026-09-18,St Louis,Sanford Meridian,,
2026-09-18,Standish-Sterling,Clare,,
2026-09-18,Sterling Heights Parkway Christian,Waterford Our Lady of the Lakes,,
2026-09-18,Stevensville Lakeshore,Battle Creek Central,,
2026-09-18,Stockbridge,East Jackson,,
2026-09-18,Sturgis,Vicksburg,,
2026-09-18,Swartz Creek,Fenton,,
2026-09-18,Temperance Bedford,Monroe,,
2026-09-18,Toledo Central Catholic (OH),Toledo St John's Jesuit (OH),,
2026-09-18,Toledo Whitmer (OH),Holland Springfield (OH),,
2026-09-18,Traverse City West,Grand Blanc,,
2026-09-18,Troy,Troy Athens,,
2026-09-18,Ubly,Reese,,
2026-09-18,Union City,Quincy,,
2026-09-18,Unionville-Sebewaing,Harbor Beach,,
2026-09-18,Utica,Roseville,,
2026-09-18,Utica Ford,Port Huron,,
2026-09-18,Vermontville Maple Valley,Springport,,
2026-09-18,Vestaburg,Burton Bendle,,
2026-09-18,Walled Lake Central,North Farmington,,
2026-09-18,Warren Cousino,Fraser,,
2026-09-18,Waterford Kettering,Ferndale,,
2026-09-18,Waterford Mott,Oak Park,,
2026-09-18,West Bloomfield,Lake Orion,,
2026-09-18,West Iron County,Manistique,,
2026-09-18,West Unity Hilltop (OH),Sand Creek,,
2026-09-18,Westland John Glenn,Howell,,
2026-09-18,White Lake Lakeland,Walled Lake Northern,,
2026-09-18,Whitehall,Saginaw Swan Valley,,
